route_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,direction_id,bikes_allowed,exceptional
L234D99,174,16081,"Blansko, aut. st.",1,,0,0,0
L152D99,174,16082,"Kuřim, železniční stanice",1,,0,0,0
L152D99,174,16083,"Blansko, aut. st.",1,,1,0,0
L234D99,174,16084,"Boskovice, aut.st.",1,,1,0,0
L260D99,172,16085,Sloup,1,,1,0,0
L240D99,172,16086,"Rájec-Jestřebí, železniční stanice",1,,1,0,0
L240D99,172,16087,Sloup,1,,0,0,0
L260D99,172,16088,"Šošůvka, Na Bráně",1,,0,0,0
L260D99,172,16089,Sloup,1,,1,0,0
L240D99,172,16090,"Rájec-Jestřebí, železniční stanice",1,,1,0,0
L259D99,172,16091,Újezd u Boskovic,1,,1,0,0
L259D99,172,16092,"Doubravice, nám.",1,829.0,0,0,0
L258D99,172,16093,Jabloňany,1,829.0,1,0,0
L258D99,172,16094,"Doubravice, nám.",1,,0,0,0
L240D99,172,16095,Sloup,1,,0,0,0
L240D99,172,16096,"Rájec-Jestřebí, železniční stanice",1,,1,0,0
L240D99,172,16097,Sloup,1,,0,0,0
L240D99,172,16098,"Rájec-Jestřebí, železniční stanice",1,,1,0,0
L240D99,172,16099,Sloup,1,,0,0,0
L260D99,172,16100,"Šošůvka, obecní úřad",1,,0,0,0
L260D99,172,16101,Sloup,1,,1,0,0
L240D99,172,16102,"Rájec-Jestřebí, železniční stanice",1,,1,0,0
L240D99,172,16103,Sloup,1,,0,0,0
L260D99,172,16104,"Šošůvka, obecní úřad",1,,0,0,0
L250D99,175,16105,"Skalice nad Svitavou, žel.st.",1,,1,0,0
L250D99,175,16106,"Boskovice, aut.st.",1,,0,0,0
L234D99,175,16107,"Blansko, aut. st.",1,830.0,0,0,0
L152D99,175,16108,"Kuřim, železniční stanice",1,830.0,0,0,0
L152D99,175,16109,"Blansko, aut. st.",1,831.0,1,0,0
L224D99,175,16110,"Blansko, Hořice",1,831.0,0,0,0
L224D99,175,16111,"Blansko, aut. st.",1,832.0,1,0,0
L234D99,175,16112,"Boskovice, 17. listopadu",1,832.0,1,0,0
L250D99,175,16113,"Černá Hora, nám.",1,833.0,1,0,0
L301D99,175,16114,"Královo Pole, nádraží",1,833.0,1,0,0
L301D99,175,16115,"Černá Hora, nám.",1,834.0,0,0,0
L250D99,175,16116,"Boskovice, hřbitov",1,834.0,0,0,0
L250D99,175,16117,"Skalice nad Svitavou, žel.st.",1,,1,0,0
L258D99,175,16118,Obora,1,,0,0,0
L258D99,175,16119,"Skalice nad Svitavou, žel.st.",1,835.0,1,0,0
L250D99,175,16120,"Boskovice, hřbitov",1,835.0,0,0,0
L250D99,175,16121,"Černá Hora, nám.",1,836.0,1,0,0
L301D99,175,16122,"Královo Pole, nádraží",1,836.0,1,0,0
L301D99,175,16123,"Černá Hora, nám.",1,837.0,0,0,0
L250D99,175,16124,"Boskovice, 17. listopadu",1,837.0,0,0,0
L250D99,175,16125,"Černá Hora, nám.",1,838.0,1,0,0
L301D99,175,16126,"Královo Pole, nádraží",1,838.0,1,0,0
L301D99,175,16127,"Černá Hora, nám.",1,839.0,0,0,0
L250D99,175,16128,"Boskovice, 17. listopadu",1,839.0,0,0,0
L265D99,175,16129,"Sebranice, ALPS",1,,0,0,0
L265D99,175,16130,"Boskovice, 17. listopadu",1,,1,0,0
L250D99,175,16131,"Skalice nad Svitavou, žel.st.",1,,1,0,0
L250D99,175,16132,"Boskovice, 17. listopadu",1,,0,0,0
L250D99,175,16133,"Skalice nad Svitavou, žel.st.",1,,1,0,0
L250D99,175,16134,"Boskovice, 17. listopadu",1,,0,0,0
L251D99,149,16135,"Boskovice, aut.st.",1,,1,1,0
L251D99,149,16136,"Jevíčko, nám.",1,,0,1,0
L251D99,149,16137,"Boskovice, aut.st.",1,,1,1,0
L251D99,149,16138,"Jevíčko, nám.",1,,0,1,0
L251D99,149,16139,"Boskovice, aut.st.",1,,1,1,0
L251D99,149,16140,"Jevíčko, nám.",1,,0,1,0
L251D99,149,16141,"Boskovice, aut.st.",1,,1,1,0
L251D99,149,16142,"Jevíčko, nám.",1,,0,1,0
L251D99,149,16143,"Boskovice, aut.st.",1,,1,1,0
L251D99,149,16144,"Jevíčko, nám.",1,,0,1,0
L251D99,149,16145,"Boskovice, aut.st.",1,,1,1,0
L251D99,149,16146,"Jevíčko, nám.",1,,0,1,0
L251D99,149,16147,"Boskovice, aut.st.",1,,1,1,0
L251D99,149,16148,"Jevíčko, nám.",1,,0,1,0
L251D99,150,16149,"Boskovice, aut.st.",1,,1,0,0
L251D99,150,16150,"Velké Opatovice, aut.st.",1,,0,1,0
L251D99,150,16151,"Boskovice, aut.st.",1,,1,1,0
L250D99,150,16152,"Černá Hora, nám.",1,840.0,1,1,0
L301D99,150,16153,"Královo Pole, nádraží",1,840.0,1,1,0
L301D99,150,16154,"Černá Hora, nám.",1,841.0,0,1,0
L250D99,150,16155,"Boskovice, Kosmonautů",1,841.0,0,1,0
L250D99,150,16156,"Černá Hora, nám.",1,842.0,1,1,0
L301D99,150,16157,"Královo Pole, nádraží",1,842.0,1,1,0
L301D99,150,16158,"Černá Hora, nám.",1,843.0,0,1,0
L250D99,150,16159,"Boskovice, Kosmonautů",1,843.0,0,1,0
L250D99,150,16160,"Černá Hora, nám.",1,844.0,1,1,0
L301D99,150,16161,"Kuřim, TE",1,844.0,1,1,0
L301D99,150,16162,"Černá Hora, nám.",1,845.0,0,1,0
L250D99,150,16163,"Boskovice, 17. listopadu",1,845.0,0,1,0
L250D99,150,16164,"Skalice nad Svitavou, žel.st.",1,,1,1,0
L250D99,150,16165,"Boskovice, 17. listopadu",1,,0,0,0
L251D99,150,16166,"Velké Opatovice, aut.st.",1,,0,1,0
L261D99,172,16167,"Boskovice, aut.st.",1,,1,1,0
L261D99,172,16168,Benešov,1,,0,1,0
L261D99,172,16169,"Boskovice, aut.st.",1,,1,1,0
L261D99,172,16170,Benešov,1,,0,0,0
L261D99,172,16171,"Boskovice, aut.st.",1,,1,0,0
L261D99,172,16172,Protivanov,1,,0,1,0
L261D99,172,16173,"Boskovice, aut.st.",1,,1,1,0
L261D99,172,16174,Protivanov,1,,0,1,0
L262D99,172,16175,"Boskovice, aut.st.",1,,1,0,0
L262D99,172,16176,"Kořenec, točna",1,,0,0,0
L262D99,172,16177,"Boskovice, aut.st.",1,,1,0,0
L262D99,172,16178,"Kořenec, točna",1,,0,0,0
L262D99,172,16179,"Boskovice, aut.st.",1,,1,0,0
L256D99,172,16180,"Kunštát, nám.",1,,0,0,0
L256D99,172,16181,"Boskovice, aut.st.",1,,1,0,0
L262D99,172,16182,"Kořenec, točna",1,,0,0,0
L262D99,172,16183,"Boskovice, aut.st.",1,,1,0,0
L262D99,172,16184,"Kořenec, točna",1,,0,0,0
L272D99,149,16185,"Letovice, železniční stanice",1,846.0,1,0,0
L254D99,149,16186,"Boskovice, aut.st.",1,846.0,1,0,0
L254D99,149,16187,"Letovice, železniční stanice",1,847.0,0,0,0
L272D99,149,16188,"Velké Opatovice, aut.st.",1,847.0,0,0,0
L271D99,149,16189,"Letovice, železniční stanice",1,,1,0,0
L254D99,149,16190,"Boskovice, aut.st.",1,848.0,1,0,0
L254D99,149,16191,"Letovice, železniční stanice",1,848.0,0,0,0
L271D99,149,16192,"Velké Opatovice, aut.st.",1,,0,0,0
L271D99,149,16193,"Letovice, železniční stanice",1,,1,0,0
L272D99,149,16194,"Velké Opatovice, aut.st.",1,,0,0,0
L272D99,149,16195,"Letovice, náměstí",1,,1,0,0
L272D99,149,16196,"Velké Opatovice, aut.st.",1,,0,0,0
L272D99,149,16197,"Letovice, železniční stanice",1,849.0,1,0,0
L254D99,149,16198,"Boskovice, aut.st.",1,849.0,1,0,0
L254D99,149,16199,"Letovice, železniční stanice",1,850.0,0,0,0
L272D99,149,16200,"Velké Opatovice, aut.st.",1,850.0,0,0,0
L273D99,176,16201,"Březová nad Svitavou, náměstí",1,,0,0,0
L273D99,176,16202,"Letovice, náměstí",1,,1,0,0
L273D99,176,16203,"Brněnec, Mor.Chrastová, pošta",1,,0,0,0
L273D99,176,16204,"Letovice, náměstí",1,,1,0,0
L273D99,176,16205,"Březová nad Svitavou, náměstí",1,,0,0,0
L273D99,176,16206,"Letovice, náměstí",1,,1,0,0
L273D99,176,16207,"Březová nad Svitavou, náměstí",1,,0,0,0
L273D99,176,16208,"Letovice, náměstí",1,,1,0,0
L273D99,176,16209,"Brněnec, Mor.Chrastová, pošta",1,,0,0,0
L273D99,176,16210,"Letovice, náměstí",1,,1,0,0
L273D99,176,16211,"Březová nad Svitavou, náměstí",1,,0,0,0
L273D99,176,16212,"Letovice, náměstí",1,,1,0,0
L274D99,172,16213,"Letovice, železniční stanice",1,,1,0,0
L274D99,172,16214,"Bohuňov, náves",1,,0,0,0
L274D99,172,16215,Horní Poříčí,1,,1,0,0
L274D99,172,16216,"Bohuňov, náves",1,,0,0,0
L274D99,172,16217,"Letovice, železniční stanice",1,,1,0,0
L274D99,172,16218,"Bohuňov, náves",1,,0,0,0
L274D99,172,16219,"Letovice, železniční stanice",1,,1,0,0
L274D99,172,16220,"Bohuňov, náves",1,,0,0,0
L276D99,149,16221,"Letovice, železniční stanice",1,,1,0,0
L271D99,149,16222,"Letovice, Kochov",1,,1,0,0
L271D99,149,16223,"Letovice, železniční stanice",1,,0,0,0
L276D99,149,16224,"Kunštát, Hluboké u Kunštátu",1,851.0,0,0,0
L276D99,149,16225,"Kunštát, nám.",1,851.0,1,0,0
L256D99,149,16226,"Boskovice, 17. listopadu",1,851.0,1,0,0
L256D99,149,16227,"Kunštát, nám.",1,852.0,0,0,0
L276D99,149,16228,"Kunštát, Hluboké u Kunštátu",1,852.0,0,0,0
L276D99,149,16229,"Letovice, železniční stanice",1,852.0,1,0,0
L276D99,149,16230,"Kunštát, Hluboké u Kunštátu",1,,0,0,0
L276D99,149,16231,"Kunštát, nám.",1,,1,0,0
L276D99,149,16232,"Letovice, železniční stanice",1,,1,0,0
L276D99,149,16233,"Kunštát, Hluboké u Kunštátu",1,853.0,0,0,0
L276D99,149,16234,"Kunštát, nám.",1,853.0,1,0,0
L276D99,149,16235,"Letovice, železniční stanice",1,,1,0,0
L276D99,149,16236,"Kunštát, nám.",1,,0,0,0
L290D99,152,16237,Cetkovice,1,854.0,1,0,0
L251D99,152,16238,"Boskovice, aut.st.",1,854.0,1,1,0
L251D99,152,16239,Cetkovice,1,,0,1,0
L290D99,152,16240,"Úsobrno, závod",1,,0,0,0
L290D99,152,16241,Cetkovice,1,,1,0,0
L290D99,152,16242,"Úsobrno, závod",1,,0,0,0
L290D99,152,16243,Cetkovice,1,,1,0,0
L290D99,152,16244,"Úsobrno, závod",1,,0,0,0
L290D99,152,16245,Cetkovice,1,,1,0,0
L290D99,152,16246,"Úsobrno, závod",1,,0,0,0
L290D99,152,16247,Cetkovice,1,,1,0,0
L290D99,152,16248,"Jevíčko, nám.",1,,0,0,0
L290D99,152,16249,Cetkovice,1,,1,0,0
L251D99,152,16250,"Boskovice, aut.st.",1,,1,1,0
L251D99,152,16251,Cetkovice,1,855.0,0,1,0
L290D99,152,16252,"Jevíčko, nám.",1,855.0,0,0,0
L301D99,177,16253,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16254,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16255,"Královo Pole, nádraží",1,,1,0,0
L301D99,177,16256,"Kunštát, nám.",1,,0,0,0
L301D99,177,16257,"Královo Pole, nádraží",1,,1,0,0
L301D99,177,16258,"Olešnice, nám.",1,,0,0,0
L301D99,177,16259,"Královo Pole, nádraží",1,,1,0,0
L301D99,177,16260,"Bystré, městský úřad",1,,0,0,0
L301D99,177,16261,"Královo Pole, nádraží",1,,1,0,0
L301D99,177,16262,"Olešnice, nám.",1,,0,0,0
L301D99,149,16263,"Královo Pole, nádraží",1,,1,0,0
L301D99,149,16264,"Bystré, městský úřad",1,,0,0,0
L301D99,149,16265,"Královo Pole, nádraží",1,,1,0,0
L301D99,149,16266,"Olešnice, nám.",1,,0,0,0
L301D99,149,16267,"Královo Pole, nádraží",1,,1,0,0
L301D99,149,16268,"Olešnice, nám.",1,,0,0,0
L304D99,177,16269,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16270,"Kuřim, TOS",1,,0,0,0
L304D99,177,16271,"Kuřim, železniční stanice",1,,1,0,0
L304D99,177,16272,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16273,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16274,"Kuřim, Záhoří",1,,0,0,0
L304D99,177,16275,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16276,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16277,"Kuřim, železniční stanice",1,,1,0,0
L304D99,177,16278,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16279,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16280,"Kuřim, Záhoří",1,,0,0,0
L304D99,177,16281,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16282,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16283,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16284,"Kuřim, TE",1,,0,0,0
L304D99,177,16285,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16286,Mácova,1,,1,0,0
L304D99,177,16287,"Kuřim, TE",1,,0,0,0
L304D99,177,16288,Mácova,1,,1,0,0
L304D99,177,16289,"Kuřim, TE",1,,0,0,0
L304D99,177,16290,Mácova,1,,1,0,0
L304D99,177,16291,"Kuřim, TE",1,,1,0,0
L304D99,177,16292,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16293,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16294,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16295,"Kuřim, Záhoří",1,,0,0,0
L304D99,177,16296,"Královo Pole, nádraží",1,,1,0,0
L304D99,177,16297,"Kuřim, Podlesí",1,,0,0,0
L304D99,177,16298,"Kuřim, Díly pod Sv. Jánem",1,,1,0,0
L313D99,175,16299,"Kuřim, železniční stanice",2,,0,0,0
L313D99,175,16300,"Lysice, pohostinství",2,,1,0,0
L313D99,175,16301,"Kuřim, železniční stanice",2,,0,0,0
L313D99,175,16302,"Lysice, pohostinství",2,,1,0,0
L313D99,175,16303,"Kuřim, železniční stanice",2,,0,0,0
L313D99,175,16304,"Lysice, pohostinství",2,,1,0,0
L245D99,175,16305,Kunice,2,,1,0,0
L245D99,175,16306,"Lysice, pohostinství",2,,0,0,0
L313D99,175,16307,"Kuřim, železniční stanice",2,,0,0,0
L313D99,175,16308,"Lysice, pohostinství",2,,1,0,0
L331D99,152,16309,"Tišnov, železniční stanice",2,,1,0,1
L321D99,152,16310,"Skalička, chaloupky",2,,0,0,0
L321D99,152,16311,"Čebín, železniční stanice",2,,1,0,0
L320D99,152,16312,"Malhostovice, Nuzířov",2,,0,0,0
L320D99,152,16313,"Drásov, kostel",2,,1,0,0
L320D99,152,16314,"Sentice, obecní úřad",2,,1,0,0
L153D99,152,16315,"Tišnov, železniční stanice",2,,1,0,0
L153D99,152,16316,"Sentice, obecní úřad",2,,0,0,0
L321D99,152,16317,"Skalička, chaloupky",2,,0,0,0
L321D99,152,16318,"Čebín, železniční stanice",2,,1,0,0
L320D99,152,16319,"Malhostovice, Nuzířov",2,,0,0,0
L320D99,152,16320,"Sentice, obecní úřad",2,,1,0,0
L153D99,152,16321,"Tišnov, železniční stanice",2,,1,0,0
L153D99,152,16322,"Sentice, obecní úřad",2,,0,0,0
L321D99,152,16323,"Skalička, chaloupky",2,,0,0,0
L321D99,152,16324,"Čebín, železniční stanice",2,,1,0,0
L320D99,152,16325,"Malhostovice, Nuzířov",2,,0,0,0
L320D99,152,16326,"Čebín, železniční stanice",2,,1,0,0
L153D99,152,16327,"Veverská Bítýška, náměstí",2,,0,0,0
L153D99,152,16328,"Tišnov, železniční stanice",2,,1,0,0
L332D99,152,16329,"Tišnov, železniční stanice",1,,1,0,0
L332D99,152,16330,"Rašov, hostinec",1,,0,0,0
L332D99,152,16331,"Tišnov, železniční stanice",1,,1,0,0
L332D99,152,16332,"Rašov, hostinec",1,,0,0,0
L332D99,152,16333,"Tišnov, železniční stanice",1,,1,0,0
L333D99,152,16334,"Lomnice, náměstí",1,856.0,0,0,0
L340D99,152,16335,"Běleč, Křeptov",1,856.0,0,0,0
L340D99,152,16336,"Lomnice, náměstí",1,857.0,1,0,0
L333D99,152,16337,"Tišnov, železniční stanice",1,857.0,1,0,0
L332D99,152,16338,Hluboké Dvory,1,,0,0,0
L332D99,152,16339,"Tišnov, železniční stanice",1,,1,0,0
L331D99,152,16340,"Tišnov, Pejškov",1,,0,0,1
L331D99,152,16341,"Tišnov, železniční stanice",1,,1,0,1
L332D99,152,16342,"Rašov, hostinec",1,,0,0,0
L350D99,158,16343,"Řikonín, železniční stanice",1,,1,0,1
L350D99,158,16344,Borovník,1,,0,0,1
L350D99,158,16345,"Řikonín, železniční stanice",1,,1,0,1
L350D99,158,16346,Milešín,1,,0,0,1
L350D99,158,16347,"Řikonín, železniční stanice",1,,1,0,1
L350D99,158,16348,Milešín,1,,0,0,1
L602D99,177,16349,"Holubice, GLP Park",1,,0,0,0
L602D99,177,16350,ÚAN Zvonařka,1,,1,0,0
L403D99,177,16351,"Omice, samoobsluha",1,,0,0,0
L403D99,177,16352,Labská,1,,1,0,0
L403D99,177,16353,"Troubsko, Nová",1,,0,0,0
L403D99,177,16354,"Popůvky, Náves",1,858.0,0,0,0
L403D99,177,16355,Labská,1,858.0,1,0,0
L403D99,177,16356,"Ostopovice, smyčka",1,,0,0,0
L403D99,177,16357,Labská,1,,1,0,0
L403D99,177,16358,"Ostopovice, smyčka",1,,0,0,0
L403D99,177,16359,Labská,1,,1,0,0
L403D99,177,16360,"Omice, samoobsluha",1,,0,0,0
L403D99,177,16361,Labská,1,,1,0,0
L403D99,177,16362,"Ostopovice, smyčka",1,,0,0,0
L403D99,177,16363,Labská,1,,1,0,0
L403D99,177,16364,"Ostopovice, smyčka",1,,0,0,0
L403D99,177,16365,Labská,1,,1,0,0
L403D99,177,16366,"Ostopovice, smyčka",1,,0,0,0
L403D99,177,16367,Labská,1,,1,0,0
L403D99,177,16368,"Omice, samoobsluha",1,,0,0,0
L403D99,177,16369,Labská,1,,1,0,0
L403D99,177,16370,"Ostopovice, smyčka",1,,0,0,0
L403D99,177,16371,Labská,1,,1,0,0
L403D99,177,16372,"Ostopovice, smyčka",1,,0,0,0
L403D99,177,16373,Labská,1,,1,0,0
L501D99,171,16374,Ořechovská,1,,1,0,0
L501D99,171,16375,"Nebovidy, dolní konec",1,,0,0,0
L403D99,171,16376,Osová,1,,1,0,0
L403D99,171,16377,"Popůvky, Náves",1,,0,0,0
L403D99,171,16378,Osová,1,,1,0,0
L403D99,171,16379,"Ostopovice, smyčka",1,,0,0,0
L403D99,171,16380,Labská,1,,1,0,0
L403D99,171,16381,"Popůvky, Náves",1,,0,0,0
L403D99,171,16382,Labská,1,,1,0,0
L153D99,175,16383,"Ivančice, náměstí",1,,0,0,0
L153D99,175,16384,"Zastávka, železniční stanice",1,,1,0,0
L405D99,175,16385,Nemocnice Bohunice,1,,1,0,0
L405D99,175,16386,"Zastávka, železniční stanice",1,,0,0,0
L421D99,175,16387,"Lukovany, točna",1,,0,0,0
L421D99,175,16388,"Zastávka, železniční stanice",1,,1,0,0
L153D99,175,16389,"Ivančice, náměstí",1,,0,0,0
L153D99,175,16390,"Zastávka, železniční stanice",1,,1,0,0
L405D99,175,16391,Nemocnice Bohunice,1,,1,0,0
L405D99,175,16392,"Zastávka, železniční stanice",1,,0,0,0
L421D99,175,16393,"Lukovany, točna",1,,0,0,0
L421D99,175,16394,"Zastávka, železniční stanice",1,,1,0,0
L153D99,175,16395,"Veverská Bítýška, náměstí",1,,1,0,0
L153D99,175,16396,"Zastávka, železniční stanice",1,,0,0,0
L405D99,175,16397,Nemocnice Bohunice,1,,1,0,0
L440D99,152,16398,"Moravský Krumlov, železniční stanice",1,,1,0,0
L440D99,152,16399,"Moravský Krumlov, železniční stanice",1,,1,0,0
L440D99,152,16400,"Moravský Krumlov, železniční stanice",1,,0,0,0
L440D99,152,16401,"Moravský Krumlov, železniční stanice",1,,0,0,0
L440D99,152,16402,"Moravský Krumlov, železniční stanice",1,,1,0,0
L440D99,152,16403,"Moravský Krumlov, železniční stanice",1,,1,0,0
L440D99,152,16404,"Moravský Krumlov, železniční stanice",1,,0,0,0
L440D99,152,16405,"Moravský Krumlov, železniční stanice",1,,0,0,0
L440D99,152,16406,"Moravský Krumlov, Rakšice, restaurace",1,,0,0,0
L440D99,158,16407,"Moravský Krumlov, železniční stanice",2,,1,0,0
L440D99,158,16408,"Moravský Krumlov, železniční stanice",2,,1,0,0
L440D99,158,16409,"Moravský Krumlov, autobusové nádraží",2,859.0,0,0,0
L441D99,158,16410,"Dukovany, obec",2,859.0,0,0,0
L441D99,158,16411,"Moravský Krumlov, autobusové nádraží",2,,1,0,0
L164D99,158,16412,"Pohořelice, náměstí",2,,1,0,0
L164D99,158,16413,"Moravský Krumlov, autobusové nádraží",2,,0,0,0
L441D99,158,16414,"Dukovany, obec",2,,0,0,0
L441D99,158,16415,"Moravský Krumlov, autobusové nádraží",2,,1,0,0
L164D99,158,16416,"Pohořelice, náměstí",2,,1,0,0
L164D99,158,16417,"Moravský Krumlov, autobusové nádraží",2,,0,0,0
L441D99,158,16418,"Hrotovice, autobusové nádraží",2,,0,0,0
L441D99,158,16419,"Moravský Krumlov, železniční stanice",2,,1,0,0
L164D99,158,16420,"Pohořelice, náměstí",2,,1,0,0
L164D99,158,16421,"Moravský Krumlov, autobusové nádraží",2,,0,0,0
L442D99,158,16422,Rouchovany,1,,0,0,0
L442D99,158,16423,"Moravský Krumlov, železniční stanice",1,,1,0,0
L442D99,158,16424,Rouchovany,1,,0,0,0
L442D99,158,16425,"Moravský Krumlov, železniční stanice",1,,1,0,0
L442D99,158,16426,Rouchovany,1,,0,0,0
L442D99,158,16427,"Moravský Krumlov, železniční stanice",1,,1,0,0
L442D99,158,16428,Rouchovany,1,,0,0,0
L442D99,158,16429,"Rešice, restaurace",1,,1,0,0
L444D99,149,16430,"Moravský Krumlov, autobusové nádraží",1,,1,0,0
L444D99,149,16431,"Višňové, náměstí",1,,0,0,0
L444D99,149,16432,"Moravský Krumlov, autobusové nádraží",1,,1,0,0
L444D99,149,16433,"Višňové, náměstí",1,,0,0,0
L444D99,149,16434,"Moravský Krumlov, autobusové nádraží",1,,1,0,0
L444D99,149,16435,"Višňové, náměstí",1,,0,0,0
L501D99,175,16436,Ořechovská,1,,1,0,0
L501D99,175,16437,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16438,Ústřední hřbitov,1,,1,0,0
L501D99,175,16439,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16440,Ústřední hřbitov,1,,1,0,0
L501D99,175,16441,"Ořechov, Jeřábkova",1,,0,0,0
L501D99,175,16442,Ústřední hřbitov,1,,1,0,0
L501D99,175,16443,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16444,Ústřední hřbitov,1,,1,0,0
L501D99,175,16445,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16446,Ústřední hřbitov,1,,1,0,0
L501D99,175,16447,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16448,Ústřední hřbitov,1,,1,0,0
L501D99,175,16449,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16450,Ústřední hřbitov,1,,1,0,0
L501D99,175,16451,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16452,Ústřední hřbitov,1,,1,0,0
L501D99,175,16453,"Ořechov, Jeřábkova",1,,0,0,0
L501D99,175,16454,Ústřední hřbitov,1,,1,0,0
L501D99,175,16455,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16456,Ústřední hřbitov,1,,1,0,0
L501D99,175,16457,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16458,Ústřední hřbitov,1,,1,0,0
L501D99,175,16459,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16460,Ústřední hřbitov,1,,1,0,0
L501D99,175,16461,"Ořechov, Jeřábkova",1,,0,0,0
L501D99,175,16462,Ústřední hřbitov,1,,1,0,0
L501D99,175,16463,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16464,Ústřední hřbitov,1,,1,0,0
L501D99,175,16465,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16466,Ústřední hřbitov,1,,1,0,0
L501D99,175,16467,"Nebovidy, dolní konec",1,,0,0,0
L501D99,175,16468,Ústřední hřbitov,1,,1,0,0
L501D99,175,16469,"Nebovidy, dolní konec",1,,0,0,0
L512D99,172,16470,"Modřice, železniční stanice",1,,1,0,0
L512D99,172,16471,Trboušany,1,,0,0,0
L512D99,172,16472,"Dolní Kounice, Masarykovo nám.",1,860.0,1,0,0
L154D99,172,16473,"Moravské Bránice, žel. st.",1,860.0,1,0,0
L154D99,172,16474,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L512D99,172,16475,"Modřice, železniční stanice",1,,1,0,0
L512D99,172,16476,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L154D99,172,16477,"Moravské Bránice, žel. st.",1,,1,0,0
L154D99,172,16478,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L154D99,172,16479,"Moravské Bránice, žel. st.",1,,1,0,0
L154D99,172,16480,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L512D99,172,16481,"Modřice, železniční stanice",1,,1,0,0
L513D99,172,16482,"Jezeřany-Maršovice, točna",1,,0,0,0
L513D99,172,16483,"Modřice, železniční stanice",1,,1,0,0
L512D99,172,16484,Kupařovice,1,,0,0,0
L512D99,152,16485,"Modřice, železniční stanice",1,,1,0,0
L512D99,152,16486,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L154D99,152,16487,"Moravské Bránice, žel. st.",1,,1,0,0
L154D99,152,16488,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L512D99,152,16489,"Modřice, železniční stanice",1,,1,0,0
L512D99,152,16490,Kupařovice,1,,0,0,0
L154D99,152,16491,"Dolní Kounice, Masarykovo nám.",1,,1,0,0
L512D99,152,16492,"Modřice, železniční stanice",1,,1,0,0
L512D99,152,16493,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L512D99,152,16494,"Modřice, železniční stanice",1,,1,0,0
L512D99,152,16495,"Dolní Kounice, Masarykovo nám.",1,,0,0,0
L154D99,152,16496,Němčičky,1,,0,0,0
L512D99,152,16497,"Modřice, železniční stanice",1,,1,0,0
L513D99,152,16498,"Jezeřany-Maršovice, točna",1,,0,0,0
L512D99,152,16499,"Modřice, železniční stanice",1,,1,0,0
L512D99,152,16500,Kupařovice,1,,0,0,0
L521D99,149,16501,"Židlochovice, železniční stanice",1,,1,0,0
L521D99,149,16502,"Hustopeče, autobusové nádraží",1,,0,0,0
L540D99,149,16503,"Mikulov, železniční stanice",1,,1,0,0
L540D99,149,16504,"Hustopeče, autobusové nádraží",1,,0,0,0
L521D99,149,16505,"Židlochovice, železniční stanice",1,,1,0,0
L521D99,149,16506,"Hustopeče, autobusové nádraží",1,,0,0,0
L543D99,149,16507,"Šakvice, železniční stanice",1,,1,0,0
L543D99,149,16508,"Hustopeče, autobusové nádraží",1,,0,0,0
L543D99,149,16509,"Šakvice, železniční stanice",1,,1,0,0
L522D99,149,16510,"Židlochovice, železniční stanice",1,861.0,1,0,0
L505D99,149,16511,"Rajhrad, železniční stanice",1,861.0,0,0,0
L505D99,149,16512,"Židlochovice, železniční stanice",1,862.0,1,0,0
